Epoch,LearningRate,TrainLoss,ValiLoss,TestLoss,TrainCG,TestCG,ValiCG
1,0.0007999999999999986,0.6904646622331128,1.3420505012784685,3.7760507106781005,0.48172169811320753,0.4197916666666667,0.5044642857142857
2,0.0007999999999999986,2.3277910970313966,4.46587610244751,8.34879576365153,0.4837853773584906,0.4197916666666667,0.5044642857142857
3,0.0007999999999999986,0.8456374595124595,2.141955954687936,5.038746356964111,0.49587264150943394,0.4197916666666667,0.5044642857142857
4,0.0007999999999999986,0.2880859057065363,0.3264162008251463,1.8595197399457295,0.47729952830188677,0.4197916666666667,0.5044642857142857
5,0.000599999999999999,0.05732796617941755,0.00999855759021427,0.7928575297196706,0.4970518867924528,0.4197916666666667,0.5200892857142857
6,0.000599999999999999,0.05587219065802066,0.007888123542735619,0.7559766901036103,0.49557783018867924,0.4197916666666667,0.5089285714285714
7,0.00044999999999999923,0.04898751970108177,0.011236880589941782,0.7976482436060905,0.49115566037735847,0.4197916666666667,0.5290178571428571
8,0.00044999999999999923,0.04344912966107071,0.009558180646438683,0.7798326204220454,0.497936320754717,0.4197916666666667,0.5200892857142857
9,0.0003374999999999994,0.038089664318524126,0.008882305169078921,0.767637766400973,0.5005896226415094,0.4197916666666667,0.515625
10,0.0003374999999999994,0.03307829896056199,0.00735389329825661,0.7318463598688444,0.5002948113207547,0.4197916666666667,0.5111607142857143
11,0.00025312499999999955,0.029405949672438064,0.006906728775772665,0.7191495763758818,0.49587264150943394,0.4197916666666667,0.5111607142857143
12,0.00025312499999999955,0.02638868451885053,0.005639919046578663,0.6857752278447151,0.49764150943396224,0.4197916666666667,0.5424107142857143
13,0.00018984374999999966,0.024049187639183452,0.005236679471896163,0.6652417972683906,0.5020636792452831,0.4197916666666667,0.5446428571428571
14,0.00018984374999999966,0.022015587004441943,0.004533024854026735,0.6408749828735988,0.4961674528301887,0.4197916666666667,0.5133928571428571
15,0.00014238281249999977,0.020744371075262228,0.0042597681333843085,0.6278360147029162,0.5038325471698113,0.4197916666666667,0.5178571428571429
16,0.00014238281249999977,0.019465557065625447,0.004077418266596007,0.6095792296032111,0.5017688679245284,0.4197916666666667,0.515625
17,0.00010678710937499981,0.018464329840290308,0.004007416561112872,0.5929870396852494,0.5067806603773585,0.4197916666666667,0.5178571428571429
18,0.00010678710937499981,0.017790472488037643,0.003896669334998088,0.5883418194949627,0.5053066037735849,0.4197916666666667,0.5245535714285714
19,8.009033203124987e-05,0.01711167788455913,0.0039024318269054803,0.5728351620336374,0.5106132075471698,0.4197916666666667,0.5133928571428571
20,8.009033203124987e-05,0.016633944333869225,0.00387414574756154,0.568406592682004,0.5097287735849056,0.4197916666666667,0.5089285714285714
21,6.0067749023437396e-05,0.01610639501958295,0.0038867653513859424,0.5665232606232167,0.5106132075471698,0.4197916666666667,0.5178571428571429
22,6.0067749023437396e-05,0.015929237674737244,0.003944492217020265,0.557041522860527,0.5079599056603774,0.4197916666666667,0.5044642857142857
23,4.505081176757805e-05,0.015594196173621623,0.00400805297041578,0.5501078670223554,0.5103183962264151,0.4197916666666667,0.5022321428571429
24,4.505081176757805e-05,0.015360026770789738,0.0040026143625644705,0.5473418898880482,0.5103183962264151,0.4197916666666667,0.5044642857142857
25,3.3788108825683534e-05,0.015072964078017493,0.004012486448378435,0.546350204696258,0.5112028301886793,0.4197916666666667,0.5089285714285714
26,3.3788108825683534e-05,0.014936269929781908,0.004086111090146005,0.5447050936520099,0.5106132075471698,0.4197916666666667,0.5022321428571429
27,2.5341081619262652e-05,0.014790240198567088,0.004112216178327799,0.5392752828697364,0.5100235849056604,0.4197916666666667,0.5
28,2.5341081619262652e-05,0.014605363556359595,0.004091669339686632,0.5358452605704467,0.5094339622641509,0.4197916666666667,0.5
29,1.9005811214446987e-05,0.014440431631881884,0.004206339171754995,0.5328251925607522,0.5100235849056604,0.4197916666666667,0.5
