Epoch,LearningRate,TrainLoss,ValiLoss,TestLoss,TrainCG,TestCG,ValiCG
1,0.0007999999999999986,1.254467273131013,0.7873283853133519,6.08314790504594,0.5011574074074074,0.43497983870967744,0.5177083333333333
2,0.0007999999999999986,1.0694987197596304,4.693565158297618,12.570655383890674,0.5151909722222222,0.4964717741935484,0.553125
3,0.0007999999999999986,1.0940440595581162,0.3730107809106509,2.4607319176918074,0.5164930555555556,0.45514112903225806,0.5135416666666667
4,0.0007999999999999986,1.051225004510747,3.057417893409729,3.5750338537918944,0.5008680555555556,0.5040322580645161,0.5114583333333333
5,0.000599999999999999,1.0276535276875451,0.9297083457310994,1.6929575076266643,0.51171875,0.4732862903225806,0.5166666666666667
6,0.000599999999999999,1.1208752300590277,0.4702015010019143,2.9998831984496888,0.5050636574074074,0.4183467741935484,0.525
7,0.00044999999999999923,1.7538765464840387,1.4151916831731797,5.58661654351219,0.5143229166666666,0.40877016129032256,0.4875
8,0.00044999999999999923,1.273496829663162,1.55861244002978,4.4368935607133375,0.5183738425925926,0.4173387096774194,0.5135416666666667
9,0.0003374999999999994,1.329739958634255,1.7819398244222004,6.434050230729964,0.515625,0.4158266129032258,0.490625
10,0.0003374999999999994,1.178252443196942,17.557210063934328,64.7127423536393,0.5112847222222222,0.40524193548387094,0.5010416666666667
11,0.00025312499999999955,1.163964338755856,2087.9968692143757,6313.218115566238,0.5075231481481481,0.4309475806451613,0.534375
12,0.00025312499999999955,1.2470808903928157,1957.508874853452,6063.495067196508,0.5095486111111112,0.43850806451612906,0.5229166666666667
13,0.00018984374999999966,1.1844629247465894,603.4672847191492,2323.6385526157196,0.5095486111111112,0.4319556451612903,0.5083333333333333
14,0.00018984374999999966,1.143237299234089,3.7531488577524823,11.496706812612471,0.5099826388888888,0.4405241935483871,0.509375
15,0.00014238281249999977,1.1193760777996093,4.987285844484965,20.06309006651563,0.5063657407407407,0.43598790322580644,0.5010416666666667
16,0.00014238281249999977,1.110539650854965,800.5495470523834,5315.789777008757,0.5089699074074074,0.514616935483871,0.5302083333333333
17,0.00010678710937499981,1.1109222354263895,569.5259278217951,3519.993240706382,0.5111400462962963,0.5080645161290323,0.534375
18,0.00010678710937499981,1.0853024485900447,168.4041683594386,1056.5867967980523,0.5112847222222222,0.49798387096774194,0.5270833333333333
19,8.009033203124987e-05,1.0408083208388201,243.72671296596528,1499.8936553578224,0.5122974537037037,0.49848790322580644,0.5270833333333333
20,8.009033203124987e-05,1.0424641613434587,283.7209652066231,1742.3194547891617,0.5134548611111112,0.501008064516129,0.525
21,6.0067749023437396e-05,1.0229079560118004,182.88083919684092,1096.7928857937936,0.5128761574074074,0.5,0.5260416666666666
22,6.0067749023437396e-05,1.0198879866878054,237.74250360329947,1436.238423791624,0.5115740740740741,0.5015120967741935,0.525
23,4.505081176757805e-05,1.0074909033546984,177.86593587398528,1096.2296759813062,0.5133101851851852,0.49848790322580644,0.5239583333333333
24,4.505081176757805e-05,1.0049843357582748,258.47413205305736,1609.0821792598695,0.5121527777777778,0.4969758064516129,0.5291666666666667
25,3.3788108825683534e-05,0.9947000389694478,238.66133021513622,1473.867982914371,0.5125868055555556,0.49798387096774194,0.5302083333333333
26,3.3788108825683534e-05,1.0072730977985043,66.86292017300924,425.5670357481126,0.5164930555555556,0.4652217741935484,0.5291666666666667
27,2.5341081619262652e-05,1.0601492215430848,7.814690339565277,41.32792419195175,0.5141782407407407,0.4430443548387097,0.5010416666666667
28,2.5341081619262652e-05,0.9870370506326219,5.413762354850769,24.11354478232322,0.5124421296296297,0.4380040322580645,0.5
29,1.9005811214446987e-05,0.9223203265142662,6.098697225252788,28.685584691263013,0.5134548611111112,0.4369959677419355,0.5
30,1.9005811214446987e-05,0.8512072275668658,7.165623112519582,34.98465919879175,0.5134548611111112,0.44002016129032256,0.5020833333333333
31,1.4254358410835242e-05,0.7900065281083463,5.540083086490631,24.723694503307343,0.5122974537037037,0.4375,0.5010416666666667
32,1.4254358410835242e-05,0.7707107402039347,7.037255080540975,36.36684807077531,0.5101273148148148,0.4380040322580645,0.4979166666666667
33,1.0690768808126432e-05,0.7355476585389288,2.9064839601516725,10.682888648202342,0.5131655092592593,0.42086693548387094,0.5
34,1.0690768808126432e-05,0.6773156748946618,3.7704076210657758,16.77880801885359,0.5089699074074074,0.42338709677419356,0.5020833333333333
35,8.018076606094823e-06,0.6489657057035301,1.7648508369922637,4.611902139359905,0.5144675925925926,0.4117943548387097,0.5104166666666666
36,8.018076606094823e-06,0.5520378221516256,1.6184534867604574,4.233443514473977,0.5212673611111112,0.41431451612903225,0.5177083333333333
37,6.013557454571117e-06,0.49248567615049305,1.3696567048629125,3.8032104137443725,0.5270543981481481,0.4112903225806452,0.5010416666666667
38,6.013557454571117e-06,0.44568418191866604,1.3073466142018637,3.541718630060073,0.5347222222222222,0.4112903225806452,0.5177083333333333
